Player,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Torrey Mitchell,R,C,79,5,13,18,-8,36,0.23,4,17,1,1,0,0,0,0,109,4.6,,50.9
Vladimir Sobotka,L,C,51,5,13,18,0,36,0.35,5,17,0,1,0,0,0,1,54,9.3,,55.9
Josh Manson,R,D,58,5,13,18,7,52,0.31,5,18,0,0,0,0,1,1,102,4.9,,
Sylvain Lefebvre,L,D,129,4,14,18,16,101,0.14,4,17,0,0,0,1,0,0,133,3.0,,
Vladimir Ruzicka,L,C,30,4,14,18,-5,2,0.6,1,10,3,8,0,0,1,2,48,8.3,,
Alexander Karpovtsev,L,D,74,4,14,18,-11,52,0.24,2,10,2,8,0,0,0,1,63,6.4,,0.0
Jiri Slegr,L,D,42,4,14,18,10,39,0.43,4,12,0,5,0,1,0,2,73,5.5,,33.3
Sergei Zholtok,R,C,45,4,14,18,-12,0,0.4,1,5,3,13,0,0,0,0,82,4.9,,43.5
Brent Sopel,R,D,71,4,14,18,-2,20,0.25,3,12,1,6,0,0,1,1,97,4.1,,
Jaroslav Spacek,L,D,61,4,14,18,-6,44,0.3,2,8,2,10,0,0,0,0,77,5.2,,100.0
Robert Thomas,R,C,45,4,14,18,-9,24,0.4,4,14,0,4,0,0,0,0,61,6.6,,49.8
Richie Dunn,L,D,36,3,15,18,-15,24,0.5,1,10,2,8,0,0,0,0,57,5.3,,
Larry Goodenough,R,D,22,3,15,18,6,10,0.82,2,8,1,10,0,0,0,0,50,6.0,,
Jay Wells,L,D,114,3,15,18,-16,213,0.16,2,15,1,3,0,0,0,0,75,4.0,,
Robyn Regehr,L,D,67,3,15,18,1,41,0.27,2,12,1,6,0,0,0,0,60,5.0,,
Vince Dunn,L,D,43,3,15,18,-5,38,0.42,3,15,0,3,0,0,0,0,72,4.2,,
Bill Hajt,L,D,80,2,16,18,-6,70,0.23,2,16,0,0,0,2,0,0,70,2.9,,
Jim Neilson,L,D,65,1,17,18,-10,61,0.28,0,12,1,6,0,0,0,0,149,0.7,,
Andrei Nikolishin,L,C,43,1,17,18,-5,22,0.42,0,7,1,10,0,1,0,0,52,1.9,,52.2
Don Awrey,L,D,71,0,18,18,25,150,0.25,0,16,0,0,0,2,0,0,58,0.0,,
Matt Beleskey,L,L,37,13,4,17,-6,20,0.46,8,11,5,6,0,0,1,4,82,15.9,,50.0
Sean Bergenheim,L,L,26,12,5,17,-2,12,0.65,11,13,1,4,0,0,0,1,71,16.9,,52.4
Todd Krygier,L,L,48,10,7,17,-7,40,0.35,9,15,0,0,1,2,1,2,77,13.0,,
Wes Walz,R,C,32,10,7,17,2,20,0.53,8,13,0,1,2,3,0,2,48,20.8,,45.0
Chris Simon,L,L,75,10,7,17,-13,191,0.23,6,10,4,7,0,0,0,2,102,9.8,,100.0
Doug Bentley,L,L,23,9,8,17,0,16,0.74,7,13,2,4,0,0,0,2,,,,
Dutch Hiller,L,L,48,9,8,17,0,17,0.35,7,15,2,2,0,0,0,0,,,,
Earl Ingarfield,L,C,21,9,8,17,-12,10,0.81,6,10,1,5,2,2,0,1,44,20.5,,
Phil Roberto,R,R,31,9,8,17,-19,69,0.55,6,11,3,6,0,0,0,1,85,10.6,,
Steve Rucchin,L,C,37,9,8,17,-6,12,0.46,7,12,2,4,0,1,1,2,73,12.3,,52.6
Jeff O'Neill,R,C,34,9,8,17,-6,37,0.5,6,12,3,5,0,0,1,2,96,9.4,,49.6
Denis Gurianov,L,R,32,9,8,17,1,2,0.53,7,10,2,7,0,0,1,2,57,15.8,,33.3
Bryan Hextall Sr.,L,R,37,8,9,17,0,19,0.46,6,12,2,5,0,0,1,2,,,,
Chris Nilan,R,R,111,8,9,17,-4,541,0.15,6,15,2,2,0,0,0,1,126,6.4,,
Mark Reeds,R,R,53,8,9,17,6,23,0.32,7,16,0,0,1,1,2,2,73,11.0,,
Randy Wood,L,R,51,8,9,17,0,40,0.33,6,15,2,2,0,0,1,2,93,8.6,,
Wojtek Wolski,L,L,29,8,9,17,-4,8,0.59,6,13,2,4,0,0,0,1,49,16.3,,31.0
Artem Anisimov,L,C,43,8,9,17,0,10,0.4,6,10,2,6,0,1,0,0,64,12.5,,42.4
Eddy Beers,L,L,41,7,10,17,-1,47,0.41,4,11,3,6,0,0,1,2,78,9.0,,
Mike Eaves,R,C,43,7,10,17,-7,14,0.4,5,9,1,6,1,2,0,1,68,10.3,,
Cal Gardner,L,C,61,7,10,17,0,20,0.28,6,15,1,2,0,0,0,4,,,,
Red Horner,R,D,71,7,10,17,0,170,0.24,2,10,1,1,0,0,0,1,,,,
Doug Halward,L,D,47,7,10,17,-1,113,0.36,5,9,2,8,0,0,0,1,67,10.5,,
Ted Hampson,L,C,35,7,10,17,-16,2,0.49,4,12,3,4,0,1,0,0,66,10.6,,
Vic Lynn,L,L,47,7,10,17,0,46,0.36,5,11,2,5,0,1,0,2,,,,
Don Lever,L,C,30,7,10,17,-15,26,0.57,5,9,2,8,0,0,0,1,80,8.8,,
Kevin Miller,R,C,61,7,10,17,-19,49,0.28,5,11,0,3,2,3,0,0,103,6.8,,0.0
Rick Paterson,R,C,61,7,10,17,-8,51,0.28,3,12,0,1,4,4,0,1,45,15.6,,
Jim Sandlak,R,R,33,7,10,17,1,30,0.52,5,13,2,4,0,0,0,0,60,11.7,,
Darrin Shannon,L,L,45,7,10,17,-19,38,0.38,6,13,1,4,0,0,0,1,43,16.3,,
Kyle Okposo,R,R,41,7,10,17,-4,21,0.41,5,12,1,4,1,1,0,1,90,7.8,,49.5
Nick Holden,L,D,55,7,10,17,2,18,0.31,5,15,2,2,0,0,0,0,84,8.3,,
Matt Calvert,L,L,32,7,10,17,14,34,0.53,5,14,0,0,2,3,2,2,67,10.5,,43.8
Tim Ecclestone,R,L,48,6,11,17,-6,76,0.35,4,11,1,4,1,2,0,0,98,6.1,,
Kjell Dahlin,L,C,35,6,11,17,9,6,0.49,6,14,0,3,0,0,0,0,46,13.0,,
Kip Miller,L,C,25,6,11,17,-3,23,0.68,3,12,3,5,0,0,0,1,27,22.2,,31.0
Grant Marshall,R,R,90,6,11,17,5,95,0.19,4,15,2,2,0,0,1,1,112,5.4,,75.0
Mikkel Boedker,L,L,34,6,11,17,1,10,0.5,6,14,0,3,0,0,2,2,58,10.3,,33.3
Tom Chorske,R,R,50,5,12,17,-5,10,0.34,5,17,0,0,0,0,0,1,73,6.9,,
Dwight Foster,R,R,35,5,12,17,1,4,0.49,4,12,0,1,1,4,0,1,46,10.9,,
Rem Murray,L,L,62,5,12,17,-6,18,0.27,4,13,1,2,0,2,0,0,66,7.6,,41.1
Alex Galchenyuk,L,C,38,5,12,17,-3,24,0.45,4,13,1,4,0,0,2,2,70,7.1,,43.9
Terry Harper,R,D,112,4,13,17,8,140,0.15,4,16,0,0,0,1,0,1,83,4.8,,
Ron Wilson,R,D,20,4,13,17,6,8,0.85,1,7,3,10,0,0,0,0,44,9.1,,
Anton Volchenkov,L,D,86,4,13,17,7,60,0.2,4,16,0,1,0,0,0,2,68,5.9,,
Andrej Meszaros,L,D,50,4,13,17,-1,46,0.34,4,12,0,5,0,0,0,0,74,5.4,,
David Desharnais,L,C,51,4,13,17,7,14,0.33,3,13,1,4,0,0,1,2,60,6.7,,49.9
Jason Garrison,L,D,48,4,13,17,1,22,0.35,2,10,2,7,0,0,1,2,96,4.2,,
Jori Lehtera,L,C,39,4,13,17,3,14,0.44,4,16,0,0,0,1,0,1,41,9.8,,47.4
Bob Goldham,L,D,66,3,14,17,0,53,0.26,3,16,0,0,0,1,0,0,,,,
Paul Gillis,L,C,42,3,14,17,5,156,0.4,3,15,0,1,0,1,0,0,46,6.5,,
Gord Lane,L,D,75,3,14,17,28,214,0.23,3,16,0,1,0,0,0,1,79,3.8,,
Wally Stanowski,L,D,60,3,14,17,0,13,0.28,2,14,1,2,0,1,0,0,,,,
Colin White,L,D,114,3,14,17,7,125,0.15,3,17,0,0,0,0,0,1,88,3.4,,
Eric Brewer,L,D,34,3,14,17,-7,22,0.5,2,8,1,9,0,0,0,0,49,6.1,,
Justin Faulk,R,D,38,3,14,17,1,18,0.45,3,14,0,3,0,0,0,0,95,3.2,,
Steve Downie,R,R,28,2,15,17,6,54,0.61,2,13,0,4,0,0,0,1,33,6.1,,47.8
Craig Muni,L,D,113,0,17,17,13,108,0.15,0,16,0,0,0,1,0,0,68,0.0,,
Jordan Leopold,L,D,80,0,17,17,1,26,0.21,0,9,0,8,0,0,0,0,70,0.0,,
Devante Smith-Pelly,R,R,51,13,3,16,-4,38,0.31,11,14,2,2,0,0,0,3,79,16.5,,50.0
Harry Oliver,R,R,36,10,6,16,0,24,0.44,1,3,0,0,0,0,1,1,,,,
Lynn Patrick,L,C,44,10,6,16,0,20,0.36,5,11,4,4,1,1,0,3,,,,
Gerry Couture,R,R,45,9,7,16,0,4,0.36,5,11,4,5,0,0,0,2,,,,
Stephan Lebeau,R,C,30,9,7,16,7,12,0.53,6,11,3,5,0,0,1,2,46,19.6,,
Dale McCourt,R,C,21,9,7,16,-12,6,0.76,4,8,5,8,0,0,0,1,46,19.6,,
Lou Angotti,R,C,65,8,8,16,-4,17,0.25,8,11,0,5,0,0,0,3,45,17.8,,
King Clancy,L,D,55,8,8,16,0,90,0.29,2,4,1,1,0,0,0,1,,,,
Ebbie Goodfellow,L,C,45,8,8,16,0,67,0.36,4,9,2,5,1,1,0,2,,,,
Patrik Laine,R,L,24,8,8,16,3,4,0.67,4,8,4,8,0,0,0,0,77,10.4,,25.0
Wayne Babych,R,R,41,7,9,16,-7,24,0.39,6,12,1,4,0,0,0,1,72,9.7,,
Rick Chartraw,R,D,75,7,9,16,3,80,0.21,7,15,0,1,0,0,0,1,70,10.0,,
Rob DiMaio,R,R,62,7,9,16,-3,40,0.26,6,15,0,0,1,1,0,2,84,8.3,,44.0
Jim McKenny,R,D,37,7,9,16,-8,10,0.43,2,8,4,7,1,1,0,1,63,11.1,,
Janne Laukkanen,L,D,59,7,9,16,8,46,0.27,4,8,3,8,0,0,0,2,73,9.6,,
Ruslan Salei,L,D,62,7,9,16,15,52,0.26,6,11,1,4,0,1,1,2,92,7.6,,100.0
Tyler Myers,R,D,61,7,9,16,-3,64,0.26,6,10,1,6,0,0,0,0,93,7.5,,
Frank Vatrano,L,R,34,7,9,16,-1,23,0.47,5,12,2,4,0,0,0,0,63,11.1,,66.7
Andre Boudrias,L,L,34,6,10,16,-7,12,0.47,5,11,1,4,0,1,0,1,89,6.7,,
Brian Glynn,L,D,57,6,10,16,-1,42,0.28,3,8,3,7,0,1,0,1,67,9.0,,
Bill Thoms,L,C,44,6,10,16,0,6,0.36,5,13,0,1,0,0,0,2,,,,
Derek Plante,L,C,41,6,10,16,3,18,0.39,5,10,1,5,0,1,1,2,69,8.7,,42.4
Marcus Kruger,L,C,87,6,10,16,-14,14,0.18,6,16,0,0,0,0,1,2,107,5.6,,46.6
Brandon Hagel,L,L,34,6,10,16,-5,27,0.47,5,14,0,1,1,1,0,2,64,9.4,,46.3
Pat Hickey,L,L,55,5,11,16,-13,37,0.29,2,12,2,3,1,1,0,0,64,7.8,,
Paul MacDermid,R,R,43,5,11,16,-2,116,0.37,5,14,0,2,0,0,1,2,28,17.9,,
Boris Mironov,R,D,25,5,11,16,-9,45,0.64,2,5,3,9,0,2,0,1,57,8.8,,
Mathieu Perreault,L,C,51,5,11,16,-4,36,0.31,1,8,4,7,0,1,0,1,56,8.9,,46.7
Ben Lovejoy,R,D,76,5,11,16,-1,26,0.21,5,15,0,1,0,0,0,1,87,5.8,,
Anthony Duclair,L,L,39,5,11,16,-8,26,0.41,4,15,1,1,0,0,0,0,58,8.6,,0.0
Robby Fabbri,L,C,30,5,11,16,-3,6,0.53,3,11,2,5,0,0,0,0,39,12.8,,50.0
Tony Currie,R,R,16,4,12,16,-2,14,1.0,3,8,1,8,0,0,0,0,27,14.8,,
Rob McClanahan,L,C,34,4,12,16,0,31,0.47,4,14,0,2,0,0,0,1,24,16.7,,
Willie Mitchell,L,D,89,4,12,16,19,90,0.18,2,12,2,3,0,1,0,0,96,4.2,,
Kyle Clifford,L,L,65,4,12,16,-6,77,0.25,4,16,0,0,0,0,0,1,64,6.3,,40.0
Scott Mayfield,R,D,57,4,12,16,23,47,0.28,4,15,0,0,0,1,0,1,84,4.8,,
Jack Crawford,R,D,66,3,13,16,0,40,0.24,3,15,0,1,0,0,0,0,,,,
Jim Schoenfeld,L,D,75,3,13,16,-3,151,0.21,2,12,1,4,0,0,0,0,139,2.2,,
Matthew Lombardi,L,C,40,3,13,16,-4,12,0.4,2,9,1,5,0,2,0,1,65,4.6,,46.4
Justin Braun,R,D,119,3,13,16,1,48,0.13,3,16,0,0,0,0,0,1,124,2.4,,
Jason Demers,R,D,61,3,13,16,0,48,0.26,2,10,1,6,0,0,0,0,67,4.5,,
Adam Pelech,L,D,59,3,13,16,6,33,0.27,3,16,0,0,0,0,0,0,73,4.1,,
Jonas Brodin,L,D,67,2,14,16,-5,18,0.24,2,12,0,4,0,0,0,0,65,3.1,,
Marek Zidlicky,R,D,49,1,15,16,-3,44,0.33,1,8,0,8,0,0,0,0,81,1.2,,
David Savard,R,D,57,1,15,16,-7,20,0.28,1,13,0,2,0,1,0,0,76,1.3,,
Rene Bourque,L,R,27,11,4,15,1,59,0.56,10,14,1,1,0,0,0,2,80,13.8,,57.1
Grant Mulvey,--,R,42,10,5,15,-9,70,0.36,7,12,3,3,0,0,0,0,76,13.2,,
Jim Nill,R,R,59,10,5,15,-8,203,0.25,8,12,1,2,1,1,1,1,49,20.4,,
Joel Armia,R,R,44,10,5,15,3,22,0.34,7,10,0,1,3,4,0,1,91,11.0,,41.7
Robbie Ftorek,L,C,19,9,6,15,-8,28,0.79,4,7,5,8,0,0,0,1,38,23.7,,
Tom Gorence,R,R,37,9,6,15,1,47,0.41,7,12,2,3,0,0,0,0,97,9.3,,
Michael Grabner,L,L,40,9,6,15,9,8,0.38,7,13,0,0,2,2,0,2,68,13.2,,14.3
Hec Kilrea,L,L,48,8,7,15,0,22,0.31,6,12,0,0,0,0,1,1,,,,
Tom Williams,R,L,29,8,7,15,-4,4,0.52,6,8,2,7,0,0,0,0,58,13.8,,
Rick Meagher,L,C,62,8,7,15,2,41,0.24,7,13,0,0,1,2,1,1,95,8.4,,
Mariusz Czerkawski,R,R,42,8,7,15,-7,18,0.36,6,7,2,8,0,0,0,0,70,11.4,,
Chris Gratton,L,C,40,8,7,15,-6,82,0.38,6,7,2,8,0,0,0,1,58,13.8,,55.4
Boone Jenner,L,C,37,8,7,15,-11,28,0.41,5,9,3,5,0,1,0,1,110,7.3,,50.6
Don Metz,R,R,42,7,8,15,0,12,0.36,5,11,1,3,1,1,0,1,,,,
Ron Murphy,L,L,53,7,8,15,-3,32,0.28,7,13,0,2,0,0,0,1,93,,,
Bill Lindsay,L,L,42,7,8,15,7,44,0.36,6,14,0,0,1,1,0,1,44,15.9,,41.7
Marc-Andre Bergeron,L,D,57,7,8,15,-14,39,0.26,0,4,7,11,0,0,0,2,93,7.5,,
Maxim Lapierre,R,C,80,7,8,15,-6,144,0.19,7,15,0,0,0,0,0,2,138,5.1,,50.2
Larry Aurie,R,R,24,6,9,15,0,10,0.63,4,9,0,4,0,0,0,1,,,,
Frank Finnigan,R,R,39,6,9,15,0,22,0.38,1,6,0,0,0,0,0,1,,,,
Pat Elynuik,R,R,20,6,9,15,-8,25,0.75,4,9,2,6,0,0,0,0,27,22.2,,
Howie Meeker,R,R,42,6,9,15,0,50,0.36,6,13,0,2,0,0,1,1,,,,
Chris Phillips,L,D,114,6,9,15,3,105,0.13,5,11,1,4,0,0,1,1,142,4.2,,0.0
Dan Hinote,R,R,72,6,9,15,0,67,0.21,5,14,0,0,1,1,0,0,67,9.0,,45.5
Ales Kotalik,R,R,34,6,9,15,1,16,0.44,6,10,0,5,0,0,0,3,85,7.1,,57.1
Mark Letestu,R,C,36,6,9,15,-10,2,0.42,1,3,5,11,0,1,0,0,71,8.5,,48.0
Ryan Hartman,R,R,35,6,9,15,-5,53,0.43,6,14,0,1,0,0,1,3,65,9.2,,45.5
Glen Harmon,L,D,53,5,10,15,0,37,0.28,3,11,2,4,0,0,0,1,,,,
Mike Lalor,L,D,92,5,10,15,-5,167,0.16,4,14,1,1,0,0,0,1,72,6.9,,
Jocelyn Lemieux,L,R,60,5,10,15,-3,88,0.25,5,14,0,0,0,1,0,2,80,6.3,,
Moe Mantha,R,D,17,5,10,15,4,18,0.88,2,6,2,8,1,1,0,0,39,12.8,,
Ric Nattress,R,D,67,5,10,15,3,68,0.22,5,11,0,2,0,2,0,1,80,6.3,,
Sean Avery,L,L,28,5,10,15,-4,69,0.54,4,12,1,3,0,0,0,1,77,6.5,,54.9
Marcel Goc,L,C,63,5,10,15,-1,14,0.24,4,13,1,2,0,0,0,2,78,6.4,,51.9
Mathew Dumba,R,D,54,5,10,15,-6,39,0.28,3,12,2,3,0,0,0,1,88,5.7,,
Pierre-Edouard Bellemare,L,L,85,5,10,15,6,43,0.18,5,14,0,0,0,1,0,1,90,5.6,,51.5
Eetu Luostarinen,L,C,50,5,10,15,1,28,0.3,5,13,0,1,0,1,0,1,50,10.0,,51.9
Zach Whitecloud,R,D,67,5,10,15,18,45,0.22,5,15,0,0,0,0,0,1,59,8.5,,
Kent-Erik Andersson,R,R,50,4,11,15,-3,4,0.3,4,15,0,0,0,0,0,1,69,5.8,,
Claude Loiselle,L,C,42,4,11,15,-8,60,0.36,2,12,0,0,2,3,0,0,54,7.4,,
Jack O'Callahan,R,D,32,4,11,15,-3,41,0.47,4,12,0,3,0,0,0,0,42,9.5,,
Darren Veitch,R,D,33,4,11,15,5,33,0.45,1,6,3,9,0,0,0,1,64,6.3,,
Filip Kuba,L,D,31,4,11,15,-8,38,0.48,0,6,3,8,1,1,0,0,44,9.1,,
Mark Streit,L,D,34,4,11,15,-3,18,0.44,3,9,1,6,0,0,0,0,38,10.5,,100.0
Cody Franson,R,D,28,4,11,15,2,2,0.54,3,8,1,7,0,0,0,0,48,8.3,,
Sergei Kostitsyn,L,L,40,4,11,15,2,22,0.38,4,12,0,3,0,0,0,1,45,8.9,,0.0
Nick Cousins,L,C,63,4,11,15,-6,62,0.24,3,13,1,2,0,0,1,1,71,5.6,,44.2
Bob Baun,R,D,96,3,12,15,11,171,0.16,3,15,0,0,0,0,1,1,90,,,
Gerry Hart,L,D,78,3,12,15,-5,175,0.19,3,15,0,0,0,0,0,1,87,3.5,,
Joe Watson,L,D,84,3,12,15,0,82,0.18,3,14,0,0,0,1,0,0,103,2.9,,
Tony Tanti,L,R,30,3,12,15,-13,27,0.5,2,6,1,8,0,1,0,0,61,4.9,,
Stephane Robidas,R,D,47,3,12,15,-2,44,0.32,0,5,3,10,0,0,0,0,77,3.9,,
Derek Morris,R,D,37,3,12,15,3,41,0.41,2,6,1,9,0,0,0,1,64,4.7,,
Tom Preissing,R,D,42,3,12,15,3,14,0.36,2,6,1,9,0,0,0,1,46,6.5,,
Brendan Smith,L,D,59,3,12,15,11,72,0.25,2,14,0,0,1,1,0,2,67,4.5,,
Jimmy Thomson,R,D,63,2,13,15,0,135,0.24,1,11,1,3,0,1,0,0,,,,
Marcus Ragnarsson,L,D,68,2,13,15,7,60,0.22,2,8,0,4,0,3,0,1,59,3.4,,
Harold Snepsts,L,D,93,1,14,15,-11,233,0.16,1,14,0,0,0,1,0,0,82,1.2,,
Richard Smehlik,L,D,88,1,14,15,1,40,0.17,1,10,0,4,0,1,0,0,80,1.3,,
Robert Svehla,R,D,38,1,14,15,-6,42,0.39,0,8,1,7,0,0,0,0,69,1.5,,
Brenden Dillon,L,D,83,1,14,15,-16,94,0.18,1,15,0,0,0,0,0,0,65,1.5,,
Bill Mosienko,R,R,22,10,4,14,0,15,0.64,7,10,3,4,0,0,0,2,,,,
Mason Marchment,L,L,41,10,4,14,-16,42,0.34,10,14,0,0,0,0,0,2,61,16.4,,52.4
Brad Palmer,L,L,29,9,5,14,-3,16,0.48,5,10,1,1,3,3,0,2,78,11.5,,
Martin Rucinsky,L,L,37,9,5,14,-17,24,0.38,6,9,3,5,0,0,0,0,91,9.9,,46.2
Ray Neufeld,R,R,28,8,6,14,-2,55,0.5,6,11,2,3,0,0,0,1,46,17.4,,
Rod Schutt,L,L,22,8,6,14,-5,26,0.64,7,11,1,3,0,0,0,1,48,16.7,,
Yuri Khmylev,R,L,26,8,6,14,2,24,0.54,7,12,1,2,0,0,1,2,54,14.8,,
Josh Anderson,R,R,43,8,6,14,-1,57,0.33,7,13,0,0,1,1,2,2,93,8.6,,42.3
Bob Corkum,R,C,62,7,7,14,-7,24,0.23,6,13,1,1,0,0,0,1,56,12.5,,50.5
Randy Cunneyworth,L,L,45,7,7,14,-7,61,0.31,4,9,2,4,1,1,0,2,62,11.3,,50.0
Jan Erixon,L,L,58,7,7,14,-18,16,0.24,5,12,0,0,2,2,0,2,54,13.0,,
Milan Marcetta,L,C,17,7,7,14,0,4,0.82,6,13,1,1,0,0,1,1,32,21.9,,
Lorne Henning,L,C,81,7,7,14,7,8,0.17,1,5,1,1,5,8,0,1,67,10.5,,
Tony Hrkac,L,C,41,7,7,14,1,12,0.34,3,8,3,5,1,1,1,2,61,11.5,,48.3
Glen Skov,L,C,53,7,7,14,-4,48,0.26,7,13,0,1,0,0,0,0,9,,,
Ronnie Stern,R,R,43,7,7,14,-3,119,0.33,5,11,1,1,1,2,0,0,75,9.3,,
Jon Klemm,R,D,105,7,7,14,17,47,0.13,6,12,1,2,0,0,0,1,84,8.3,,33.3
Jeff Halpern,R,C,39,7,7,14,-6,31,0.36,5,8,2,5,0,1,1,3,57,12.3,,50.5
Adam Hall,R,R,56,7,7,14,-3,32,0.25,6,13,1,1,0,0,0,3,59,11.9,,52.1
Daniel Carcillo,L,L,45,7,7,14,9,97,0.31,7,14,0,0,0,0,1,1,53,13.2,,50.0
Clarke MacArthur,L,L,30,7,7,14,2,32,0.47,5,12,2,2,0,0,1,2,54,13.0,,27.3
Vladislav Namestnikov,L,C,57,7,7,14,-7,28,0.25,7,12,0,2,0,0,0,0,54,13.0,,47.1
Brock McGinn,L,L,41,7,7,14,1,16,0.34,6,13,0,0,1,1,1,1,69,10.1,,30.4
Rasmus Andersson,R,D,27,7,7,14,-7,31,0.52,4,7,2,4,1,3,0,2,51,13.7,,
Brandon Tanev,L,L,46,7,7,14,-8,15,0.3,6,12,0,0,1,2,0,2,70,10.0,,16.7
Joel Kiviranta,L,L,44,7,7,14,8,14,0.32,6,12,1,1,0,1,1,1,45,15.6,,23.1
Cully Dahlstrom,L,C,26,6,8,14,0,10,0.54,5,10,1,4,0,0,1,2,,,,
Ott Heller,R,D,61,6,8,14,0,61,0.23,0,1,0,5,0,1,0,1,,,,
Pete Horeck,L,L,34,6,8,14,0,43,0.41,5,13,1,1,0,0,0,1,,,,
Dave Lumley,R,R,61,6,8,14,-4,131,0.23,5,13,1,1,0,0,0,0,50,12.0,,
Darren Turcotte,L,C,35,6,8,14,-9,12,0.4,2,5,3,7,1,2,0,1,71,8.5,,31.7
Ken Yaremchuk,L,C,31,6,8,14,4,47,0.45,6,14,0,0,0,0,0,1,26,23.1,,
Alexander Korolyuk,L,L,34,6,8,14,-2,18,0.41,4,8,2,6,0,0,0,2,62,9.7,,16.7
Erik Cole,L,L,46,6,8,14,-11,54,0.3,5,12,1,2,0,0,0,1,105,5.7,,53.9
Loui Eriksson,L,L,44,6,8,14,2,18,0.32,4,11,2,3,0,0,0,0,78,7.7,,60.0
Benoit Pouliot,L,L,67,6,8,14,1,49,0.21,5,13,1,1,0,0,0,1,88,6.8,,51.9
Tyler Bertuzzi,L,L,14,6,8,14,-2,32,1.0,3,7,3,7,0,0,0,1,42,14.3,,25.0
Melker Karlsson,R,C,60,6,8,14,3,22,0.23,6,14,0,0,0,0,1,2,66,9.1,,42.1
Tomas Nosek,L,L,52,6,8,14,1,28,0.27,6,13,0,0,0,1,0,1,57,10.5,,57.3
Pete Langelle,L,C,39,5,9,14,0,4,0.36,4,13,1,1,0,0,1,2,,,,
Jimmy Peters,R,R,60,5,9,14,0,22,0.23,4,13,1,1,0,0,1,3,,,,
Brian MacLellan,L,L,47,5,9,14,-11,42,0.3,5,13,0,1,0,0,1,2,95,5.3,,
John Marks,--,R,57,5,9,14,-21,60,0.25,4,10,1,4,0,0,0,3,59,8.5,,
Petri Skriko,L,L,28,5,9,14,-8,4,0.5,2,7,3,6,0,1,0,0,56,8.9,,
David Clarkson,R,R,44,5,9,14,3,79,0.32,4,10,1,4,0,0,0,4,62,8.1,,36.4
Andy Greene,L,D,90,5,9,14,3,42,0.16,4,11,1,3,0,0,0,2,86,5.8,,
Matt Grzelcyk,L,D,66,5,9,14,-19,26,0.21,2,7,3,7,0,0,0,0,80,6.3,,
Josh Morrissey,L,D,42,5,9,14,-9,18,0.33,3,10,2,4,0,0,0,0,66,7.6,,
Kevin Labanc,R,R,30,5,9,14,-8,16,0.47,3,6,2,8,0,0,0,1,49,10.2,,42.9
Brandon Carlo,R,D,72,5,9,14,11,34,0.19,4,13,0,0,1,1,0,2,98,5.1,,
Colin Campbell,L,D,45,4,10,14,9,181,0.31,3,13,0,0,1,1,1,2,43,9.3,,
Lindsay Carson,L,C,49,4,10,14,1,56,0.29,4,14,0,0,0,0,0,0,65,6.2,,
Blake Dunlop,R,C,40,4,10,14,-19,18,0.35,3,7,1,6,0,1,0,0,47,8.5,,
Larry Jeffrey,L,L,38,4,10,14,-4,42,0.37,3,11,1,3,0,0,1,1,70,5.7,,
Lou Nanne,R,D,32,4,10,14,1,8,0.44,4,10,0,4,0,0,0,2,50,8.0,,
Mike Hudson,L,C,49,4,10,14,-7,64,0.29,3,11,1,3,0,0,0,0,50,8.0,,
Peter Ihnacak,R,C,28,4,10,14,4,25,0.5,4,14,0,0,0,0,0,1,45,8.9,,
Michael Thelven,R,D,34,4,10,14,6,34,0.41,3,10,1,2,0,2,0,1,52,7.7,,
Chris Therien,L,D,104,4,10,14,0,68,0.13,4,14,0,0,0,0,0,1,162,2.5,,
Philippe Boucher,R,D,65,4,10,14,-2,39,0.22,2,9,2,5,0,0,0,1,111,3.6,,100.0
Frantisek Kaberle,L,D,32,4,10,14,-5,10,0.44,1,4,3,10,0,0,0,1,42,9.5,,
Oliver Ekman-Larsson,L,D,49,4,10,14,1,40,0.29,3,5,1,9,0,0,0,1,64,6.3,,0.0
Nikolaj Ehlers,L,L,37,4,10,14,-9,6,0.38,2,10,2,4,0,0,1,2,87,4.6,,42.9
Norm MacIver,L,D,56,3,11,14,10,32,0.25,3,8,0,6,0,0,0,1,68,4.4,,
Kristian Huselius,L,L,24,3,11,14,-8,18,0.58,0,7,3,7,0,0,0,0,37,8.1,,0.0
Ryan Whitney,L,D,38,3,11,14,3,40,0.37,0,6,3,8,0,0,0,0,50,6.0,,
Carl Soderberg,L,C,45,3,11,14,4,16,0.31,3,13,0,1,0,0,0,0,78,3.9,,46.4
Dave Hutchison,L,D,48,2,12,14,-3,149,0.29,2,13,0,1,0,0,0,0,39,5.1,,
Tim Taylor,L,C,89,2,12,14,-9,73,0.16,2,11,0,2,0,1,0,0,93,2.2,,56.8
Danny Markov,L,D,81,2,12,14,23,84,0.17,2,14,0,0,0,0,0,1,77,2.6,,
Matt Greene,R,D,79,2,12,14,11,82,0.18,1,13,0,0,1,1,0,1,48,4.2,,
Tom Reid,L,D,42,1,13,14,-4,49,0.33,1,12,0,2,0,0,0,0,47,2.1,,
Mike Rogers,L,C,17,1,13,14,-12,6,0.82,1,9,0,5,0,0,0,0,25,4.0,,
